runNumber,eventNumber,trackIndex,pdg,px,py,pz,x,y,z,time,maxTurn
-8093,18,6,211,0.371196,0.30708,0.142193,0.0534965,-0.154807,-1.35765,655.995,0
-8093,18,7,-211,-0.214939,-0.368117,0.229807,0.0534965,-0.154807,-1.35765,655.995,0
-8093,18,8,2212,0.268431,-0.179766,-0.217332,0.0534965,-0.154807,-1.35765,655.995,0
-8093,18,9,-2212,-0.39062,0.240803,-0.155294,0.0534965,-0.154807,-1.35765,655.995,0
-8093,19,7,211,0.185984,-0.176266,-0.146976,0.024942,-0.154335,0.414174,664.004,0
-8093,19,8,-211,0.338555,-0.401491,-0.0974398,0.024942,-0.154335,0.414174,664.004,0
-8093,19,9,2212,-0.0893001,0.572268,0.426185,0.024942,-0.154335,0.414174,664.004,0
-8093,19,10,-2212,-0.401178,0.00547642,-0.180702,0.024942,-0.154335,0.414174,664.004,0
-8093,20,6,211,0.161274,-0.0790753,0.335756,0.0756247,-0.155404,0.443797,656.012,0
-8093,20,7,-211,-0.299428,0.434858,0.184267,0.0756247,-0.155404,0.443797,656.012,0
-8093,20,8,2212,0.099806,-0.414617,0.0157132,0.0756247,-0.155404,0.443797,656.012,0
-8093,20,9,-2212,0.0724129,0.0588346,-0.535112,0.0756247,-0.155404,0.443797,656.012,0
-8093,21,6,211,0.128941,0.166931,0.343664,0.0759929,-0.154986,-0.552542,664.002,0
-8093,21,7,-211,0.129087,0.503805,-0.139866,0.0759929,-0.154986,-0.552542,664.002,0
-8093,21,8,2212,0.120814,-0.366929,0.115834,0.0759929,-0.154986,-0.552542,664.002,0
-8093,21,9,-2212,-0.344775,-0.303806,-0.320428,0.0759929,-0.154986,-0.552542,664.002,0
-8093,22,7,211,0.197697,0.187442,-0.0630994,0.0790698,-0.154284,1.27181,648.031,0
-8093,22,8,-211,0.107523,-0.403071,-0.012464,0.0790698,-0.154284,1.27181,648.031,0
-8093,22,9,2212,-0.224988,-0.549502,-0.121213,0.0790698,-0.154284,1.27181,648.031,0
-8093,22,10,-2212,-0.0461721,0.765126,0.197139,0.0790698,-0.154284,1.27181,648.031,0
-8093,23,6,211,0.120075,0.0573972,-0.00179424,0.0471411,-0.154618,-0.148281,656.018,0
-8093,23,7,-211,-0.340225,0.0629415,0.145584,0.0471411,-0.154618,-0.148281,656.018,0
-8093,23,8,2212,0.462729,0.199621,0.622569,0.0471411,-0.154618,-0.148281,656.018,0
-8093,23,9,-2212,-0.208511,-0.31996,-0.766148,0.0471411,-0.154618,-0.148281,656.018,0
-8093,23,11,14,0.0284763,0.00668095,-0.00565851,-5.67126,82.9311,-1.18117,681.884,0
-8093,23,16,-14,0.000116945,0.0402986,0.0281721,-78.6909,54.2669,41.8111,659.836,0
-8093,24,6,211,0.197533,0.0302949,-0.386076,0.0150217,-0.15593,0.566154,663.985,0
-8093,24,7,-211,-0.259782,-0.123489,-0.0016546,0.0150217,-0.15593,0.566154,663.985,0
-8093,24,8,2212,0.589284,-0.0533145,-0.156758,0.0150217,-0.15593,0.566154,663.985,0
-8093,24,9,-2212,-0.492968,0.146509,0.544392,0.0150217,-0.15593,0.566154,663.985,0
-8093,25,6,211,-0.00247064,-0.302316,0.31395,0.0399522,-0.154959,-0.581814,663.994,0
-8093,25,7,-211,0.155151,-0.178689,0.133216,0.0399522,-0.154959,-0.581814,663.994,0
-8093,25,8,2212,0.378036,0.265756,0.21227,0.0399522,-0.154959,-0.581814,663.994,0
-8093,25,9,-2212,-0.496647,0.215249,-0.65716,0.0399522,-0.154959,-0.581814,663.994,0
-8093,25,10,13,0.0606835,-0.189933,0.0873797,17.7659,-35.2207,22.1025,665.711,0
-8093,26,6,211,0.445645,-0.199564,0.152121,0.070356,-0.155026,-0.936568,648.004,0
-8093,26,7,-211,-0.286896,0.0509785,-0.0614345,0.070356,-0.155026,-0.936568,648.004,0
-8093,26,8,2212,0.140712,0.605369,0.148626,0.070356,-0.155026,-0.936568,648.004,0
-8093,26,9,-2212,-0.265393,-0.456783,-0.238569,0.070356,-0.155026,-0.936568,648.004,0
-8093,27,6,211,0.0297523,-0.213999,-0.177443,0.000391842,-0.154305,0.957883,664.025,0
-8093,27,7,-211,-0.506275,-0.143319,0.395632,0.000391842,-0.154305,0.957883,664.025,0
-8093,27,8,2212,0.55787,0.0355526,-0.240621,0.000391842,-0.154305,0.957883,664.025,0
-8093,27,9,-2212,-0.0472806,0.321765,0.0222744,0.000391842,-0.154305,0.957883,664.025,0
-8093,28,6,211,0.117293,-0.102088,0.283659,0.0638899,-0.155167,-0.991779,656.008,0
-8093,28,7,-211,0.06171,0.0676165,0.168712,0.0638899,-0.155167,-0.991779,656.008,0
-8093,28,8,2212,-0.567364,-0.488972,-0.602772,0.0638899,-0.155167,-0.991779,656.008,0
-8093,28,9,-2212,0.422428,0.523444,0.149187,0.0638899,-0.155167,-0.991779,656.008,0
-8093,28,11,14,-0.0293977,-0.00482736,-0.000164035,64.6991,24.6568,152.265,741.37,0
-8093,29,6,211,0.0539967,-0.107222,0.0761496,0.0572695,-0.15554,-0.228291,656.025,0
-8093,29,7,-211,0.58101,0.27834,0.00290363,0.0572695,-0.15554,-0.228291,656.025,0
-8093,29,8,2212,-0.484408,-0.490006,0.24467,0.0572695,-0.15554,-0.228291,656.025,0
-8093,29,9,-2212,-0.116531,0.318888,-0.32417,0.0572695,-0.15554,-0.228291,656.025,0
-8093,29,11,14,0.00923377,-0.0208935,0.0191247,73.1701,30.7733,75.0765,792.78,0
-8093,30,6,211,0.258478,-0.22985,0.398311,0.0346749,-0.15467,0.892991,656.008,0
-8093,30,7,-211,0.232674,0.26413,-0.139987,0.0346749,-0.15467,0.892991,656.008,0
-8093,30,8,2212,-0.405001,0.360449,0.0426046,0.0346749,-0.15467,0.892991,656.008,0
-8093,30,9,-2212,-0.0520835,-0.394729,-0.30269,0.0346749,-0.15467,0.892991,656.008,0
-8093,31,7,211,-0.0473068,-0.0709266,0.109311,0.0502469,-0.155013,-0.899346,647.984,0
-8093,31,8,-211,0.406425,0.294391,0.146277,0.0502469,-0.155013,-0.899346,647.984,0
-8093,31,9,2212,-0.204403,-0.789352,-0.148484,0.0502469,-0.155013,-0.899346,647.984,0
-8093,31,10,-2212,-0.120647,0.565888,-0.106949,0.0502469,-0.155013,-0.899346,647.984,0
-8093,32,7,211,0.602444,-0.167208,-0.00888144,0.0816264,-0.155585,-0.346997,663.977,0
-8093,32,8,-211,-0.0905863,-0.121436,-0.0880928,0.0816264,-0.155585,-0.346997,663.977,0
-8093,32,9,2212,-0.171523,0.614337,-0.197888,0.0816264,-0.155585,-0.346997,663.977,0
-8093,32,10,-2212,-0.306271,-0.325694,0.295847,0.0816264,-0.155585,-0.346997,663.977,0
-8093,33,6,211,-0.210172,0.0464478,-0.415422,-0.03259,-0.154469,0.296987,656.029,0
-8093,33,7,-211,0.103015,-0.174931,0.515071,-0.03259,-0.154469,0.296987,656.029,0
-8093,33,8,2212,0.178973,0.423004,0.0316668,-0.03259,-0.154469,0.296987,656.029,0
-8093,33,9,-2212,-0.0377491,-0.294521,-0.130709,-0.03259,-0.154469,0.296987,656.029,0
-8093,34,6,211,-0.040053,0.0399549,0.144379,-0.00500431,-0.15541,0.656331,663.998,0
-8093,34,7,-211,0.195161,-0.257721,0.179747,-0.00500431,-0.15541,0.656331,663.998,0
-8093,34,8,2212,0.529515,0.00690268,0.372455,-0.00500431,-0.15541,0.656331,663.998,0
-8093,34,9,-2212,-0.650555,0.210864,-0.695031,-0.00500431,-0.15541,0.656331,663.998,0
-8093,35,7,211,0.194319,0.0988942,0.486009,0.00265678,-0.15494,1.01259,664.017,0
-8093,35,8,-211,-0.203194,0.11303,0.116432,0.00265678,-0.15494,1.01259,664.017,0
-8093,35,9,2212,-0.220052,-0.239405,0.169101,0.00265678,-0.15494,1.01259,664.017,0
-8093,35,10,-2212,0.262996,0.0274825,-0.772798,0.00265678,-0.15494,1.01259,664.017,0
-8093,36,6,211,-0.227275,0.272688,0.312878,0.01678,-0.155185,1.72211,655.984,0
-8093,36,7,-211,-0.341377,-0.254917,0.163813,0.01678,-0.155185,1.72211,655.984,0
-8093,36,8,2212,0.494533,-0.170097,-0.462746,0.01678,-0.155185,1.72211,655.984,0
-8093,36,9,-2212,0.108186,0.152326,-0.0153098,0.01678,-0.155185,1.72211,655.984,0
-8093,37,7,211,0.0488277,0.274641,0.337947,0.0803719,-0.155091,-0.568032,664.034,0
-8093,37,8,-211,-0.319678,-0.476263,-0.38771,0.0803719,-0.155091,-0.568032,664.034,0
-8093,37,10,-2212,0.148467,0.230181,0.01957,0.0803719,-0.155091,-0.568032,664.034,0
-8093,38,6,211,-0.0238501,-0.135477,-0.34406,0.0529766,-0.154298,-0.230918,647.934,0
-8093,38,7,-211,-0.157226,0.258294,0.289166,0.0529766,-0.154298,-0.230918,647.934,0
-8093,38,8,2212,0.301792,0.374609,0.418563,0.0529766,-0.154298,-0.230918,647.934,0
-8093,38,9,-2212,-0.0866474,-0.497426,-0.363284,0.0529766,-0.154298,-0.230918,647.934,0
-8093,38,10,-13,0.0193653,-0.136007,-0.270721,-0.178855,-16.8244,-42.6735,649.561,0
-8093,38,11,14,0.000693053,0.00367697,-0.0717624,-0.178855,-16.8244,-42.6735,649.561,0
-8093,39,6,211,-0.112063,-0.0890913,0.0607355,0.0524953,-0.15431,0.393801,656.07,0
-8093,39,7,-211,-0.241936,0.120298,-0.677911,0.0524953,-0.15431,0.393801,656.07,0
-8093,39,8,2212,0.347261,0.0121326,0.668678,0.0524953,-0.15431,0.393801,656.07,0
-8093,39,9,-2212,0.0408057,-0.0433392,-0.0536215,0.0524953,-0.15431,0.393801,656.07,0
-8093,39,11,14,0.00876406,-0.0136054,-0.0250128,17.9751,-83.3637,51.7667,804.243,0
-8093,39,12,-11,0.0370264,0.0172603,-0.0211757,17.9407,-83.3127,51.8875,1909.67,0
-8093,40,6,211,-0.120011,0.405492,0.0965054,0.0647144,-0.155428,0.0653888,648.04,0
-8093,40,7,-211,0.0474294,0.328979,-0.110497,0.0647144,-0.155428,0.0653888,648.04,0
-8093,40,8,2212,-0.0591338,-0.691798,0.402503,0.0647144,-0.155428,0.0653888,648.04,0
-8093,40,9,-2212,0.165782,-0.0426725,-0.388023,0.0647144,-0.155428,0.0653888,648.04,0
-8093,41,6,211,0.541672,-0.0858009,0.0970427,0.0940884,-0.155806,0.0548754,647.979,0
-8093,41,7,-211,-0.160058,0.270055,-0.266287,0.0940884,-0.155806,0.0548754,647.979,0
-8093,41,8,2212,-0.527575,-0.244581,0.235722,0.0940884,-0.155806,0.0548754,647.979,0
-8093,41,9,-2212,0.180028,0.060327,-0.0655725,0.0940884,-0.155806,0.0548754,647.979,0
-8093,42,6,211,-0.0409048,0.122081,0.0816041,0.0246988,-0.155617,-0.972533,664.064,0
-8093,42,7,-211,0.346383,-0.0998471,-0.64734,0.0246988,-0.155617,-0.972533,664.064,0
-8093,42,8,2212,-0.176919,-0.383383,0.128463,0.0246988,-0.155617,-0.972533,664.064,0
-8093,42,9,-2212,-0.0944925,0.36115,0.434994,0.0246988,-0.155617,-0.972533,664.064,0
-8093,42,11,14,0.00556099,0.00690667,-0.0284416,-81.7776,-9.88395,74.5343,674.605,0
-8093,43,6,211,0.165366,-0.0610366,-0.288664,0.0160483,-0.154733,-0.713247,655.997,0
-8093,43,7,-211,0.0974711,0.324281,0.407715,0.0160483,-0.154733,-0.713247,655.997,0
-8093,43,8,2212,0.099429,0.336786,0.081779,0.0160483,-0.154733,-0.713247,655.997,0
-8093,43,9,-2212,-0.328199,-0.60003,-0.19845,0.0160483,-0.154733,-0.713247,655.997,0
-8093,44,7,211,0.125044,-0.0183038,-0.068658,0.0834032,-0.154696,1.74628,648.007,0
-8093,44,8,-211,-0.248042,0.0968355,-0.564913,0.0834032,-0.154696,1.74628,648.007,0
-8093,44,9,2212,0.0734767,0.471533,0.472763,0.0834032,-0.154696,1.74628,648.007,0
-8093,44,10,-2212,0.083588,-0.550065,0.161955,0.0834032,-0.154696,1.74628,648.007,0
-8093,44,12,14,-0.0240808,-0.0166611,-0.00548406,27.0815,78.1563,-60.5862,657.986,0
-8093,45,6,211,0.33256,-0.196996,0.406601,0.0655595,-0.156476,-0.178643,664.015,0
-8093,45,7,-211,-0.0767363,-0.287933,0.199366,0.0655595,-0.156476,-0.178643,664.015,0
-8093,45,8,2212,0.0318772,0.259778,-0.0150387,0.0655595,-0.156476,-0.178643,664.015,0
-8093,45,9,-2212,-0.253635,0.225151,-0.591665,0.0655595,-0.156476,-0.178643,664.015,0
-8093,46,6,211,-0.134561,0.0145472,0.250794,0.0744135,-0.154872,0.332062,664.023,0
-8093,46,7,-211,0.0738897,0.269408,0.0287458,0.0744135,-0.154872,0.332062,664.023,0
-8093,46,8,2212,-0.162005,-0.384946,-0.850986,0.0744135,-0.154872,0.332062,664.023,0
-8093,46,9,-2212,0.256743,0.100991,0.570646,0.0744135,-0.154872,0.332062,664.023,0
-8093,47,6,211,0.436529,-0.379635,0.210667,0.0928041,-0.154288,-0.0240268,648.065,0
-8093,47,7,-211,0.217697,0.297522,-0.231569,0.0928041,-0.154288,-0.0240268,648.065,0
-8093,47,8,2212,-0.209668,0.102141,0.141706,0.0928041,-0.154288,-0.0240268,648.065,0
-8093,47,9,-2212,-0.410491,-0.0200269,-0.120584,0.0928041,-0.154288,-0.0240268,648.065,0
-8093,48,6,211,-0.214323,-0.10441,-0.0796106,0.0546196,-0.154429,-0.654965,663.95,0
-8093,48,7,-211,0.0125177,-0.417511,-0.496895,0.0546196,-0.154429,-0.654965,663.95,0
-8093,48,9,-2212,0.271174,0.39505,0.032851,0.0546196,-0.154429,-0.654965,663.95,0
-8093,49,7,211,-0.233033,-0.524495,-0.548867,0.0315496,-0.154958,-0.582218,647.999,0
-8093,49,8,-211,-0.0521334,0.22746,0.0547459,0.0315496,-0.154958,-0.582218,647.999,0
-8093,49,10,-2212,0.219201,0.276203,0.330555,0.0315496,-0.154958,-0.582218,647.999,0
-8093,50,6,211,0.127165,0.345151,-0.0305756,-0.0352905,-0.155201,-0.0432704,655.953,0
-8093,50,7,-211,0.144857,-0.514687,0.0376506,-0.0352905,-0.155201,-0.0432704,655.953,0
-8093,50,8,2212,0.293184,-0.150839,0.16843,-0.0352905,-0.155201,-0.0432704,655.953,0
-8093,50,9,-2212,-0.531153,0.320375,-0.177202,-0.0352905,-0.155201,-0.0432704,655.953,0
-8093,51,6,211,-0.155745,0.257663,0.344257,-0.0166098,-0.153838,0.464863,664.034,0
-8093,51,7,-211,-0.0791366,0.0844924,-0.0151408,-0.0166098,-0.153838,0.464863,664.034,0
-8093,51,9,-2212,0.316814,-0.337839,-0.86294,-0.0166098,-0.153838,0.464863,664.034,0
-8093,51,10,13,-0.0223596,-0.0670024,0.00451883,60.0705,28.035,-60.9314,684.652,0
-8093,51,11,-14,0.0165694,-0.0394294,-0.0252352,60.0705,28.035,-60.9314,684.652,0
-8093,51,12,11,0.00625222,0.0382517,0.0286945,14.6767,34.6984,-33.1031,697.426,0
-8093,52,7,211,0.0432067,0.218869,0.214405,-0.0205542,-0.154981,0.529247,663.983,0
-8093,52,8,-211,-0.0373582,-0.37824,0.397069,-0.0205542,-0.154981,0.529247,663.983,0
-8093,52,9,2212,-0.160871,0.276664,-0.712193,-0.0205542,-0.154981,0.529247,663.983,0
-8093,52,10,-2212,0.189094,-0.117276,0.0994848,-0.0205542,-0.154981,0.529247,663.983,0
-8093,53,6,211,0.299773,0.417702,-0.151386,0.0559137,-0.155119,-0.399903,647.999,0
-8093,53,7,-211,-0.111821,-0.110337,0.252231,0.0559137,-0.155119,-0.399903,647.999,0
-8093,53,8,2212,-0.389352,-0.201559,0.413009,0.0559137,-0.155119,-0.399903,647.999,0
-8093,53,9,-2212,0.235466,-0.105806,-0.512735,0.0559137,-0.155119,-0.399903,647.999,0
-8093,54,6,211,-0.329337,-0.0779114,-0.163052,-0.00398295,-0.154887,0.235686,664.019,0
-8093,54,7,-211,-0.347674,0.118784,-0.1644,-0.00398295,-0.154887,0.235686,664.019,0
-8093,54,8,2212,0.197683,0.115547,-0.311852,-0.00398295,-0.154887,0.235686,664.019,0
-8093,54,9,-2212,0.513395,-0.156419,0.638417,-0.00398295,-0.154887,0.235686,664.019,0
-8093,55,6,211,-0.389328,0.0378559,0.322556,0.100454,-0.154432,-0.941043,648.052,0
-8093,55,7,-211,-0.360424,0.111824,-0.0632327,0.100454,-0.154432,-0.941043,648.052,0
-8093,55,9,-2212,0.75434,-0.0578547,-0.14542,0.100454,-0.154432,-0.941043,648.052,0
-8093,56,6,211,0.230703,-0.448013,0.33879,0.0147455,-0.153762,1.19685,655.937,0
-8093,56,7,-211,-0.054454,-0.106259,-0.130828,0.0147455,-0.153762,1.19685,655.937,0
-8093,56,8,2212,-0.540356,0.560153,-0.0823889,0.0147455,-0.153762,1.19685,655.937,0
-8093,56,9,-2212,0.398177,-0.00588107,-0.124978,0.0147455,-0.153762,1.19685,655.937,0
-8093,57,6,211,-0.0480793,0.0251586,-0.0100311,0.0788464,-0.15423,0.150284,664.045,0
-8093,57,8,2212,0.341152,0.00335462,-0.758267,0.0788464,-0.15423,0.150284,664.045,0
-8093,57,9,-2212,-0.266888,-0.212755,0.12113,0.0788464,-0.15423,0.150284,664.045,0
-8093,57,10,-13,0.0305406,0.0294012,-0.0225519,-2.0961,-14.9573,-4.51539,671.603,0
-8093,57,11,14,-0.0136183,-0.00941471,0.0200093,-2.0961,-14.9573,-4.51539,671.603,0
-8093,58,6,211,0.352809,0.170743,0.577239,-0.0201798,-0.154024,0.694405,664.016,0
-8093,58,7,-211,-0.101789,0.00939819,-0.0117556,-0.0201798,-0.154024,0.694405,664.016,0
-8093,58,8,2212,0.238666,0.0308855,-0.614071,-0.0201798,-0.154024,0.694405,664.016,0
-8093,58,9,-2212,-0.455618,-0.211026,0.0498889,-0.0201798,-0.154024,0.694405,664.016,0
-8093,58,10,-13,0.289203,0.230579,0.539036,18.865,11.078,33.3436,665.355,0
-8093,58,11,14,0.0271194,-0.0057772,0.0377454,18.865,11.078,33.3436,665.355,0
-8093,59,6,211,0.225146,-0.0647417,0.241727,-0.0243659,-0.154792,0.0930131,648.031,0
-8093,59,7,-211,0.435035,0.12916,0.153723,-0.0243659,-0.154792,0.0930131,648.031,0
-8093,59,8,2212,0.111042,-0.280499,-0.163771,-0.0243659,-0.154792,0.0930131,648.031,0
-8093,59,9,-2212,-0.737155,0.21608,-0.231705,-0.0243659,-0.154792,0.0930131,648.031,0
-8093,60,7,-211,-0.0589961,0.0928339,0.13149,0.0458065,-0.154676,-1.66135,664,0
-8093,60,8,2212,0.730357,-0.200753,-0.589346,0.0458065,-0.154676,-1.66135,664,0
-8093,60,9,-2212,-0.682034,0.119284,0.61478,0.0458065,-0.154676,-1.66135,664,0
-8093,61,6,211,0.0344372,-0.408553,0.0385467,0.102727,-0.154887,1.58444,664.005,0
-8093,61,7,-211,0.0849076,-0.218983,0.123741,0.102727,-0.154887,1.58444,664.005,0
-8093,61,8,2212,-0.450477,0.724506,-0.386842,0.102727,-0.154887,1.58444,664.005,0
-8093,61,9,-2212,0.365198,-0.0969704,0.225963,0.102727,-0.154887,1.58444,664.005,0
-8093,62,6,211,0.27467,0.0588605,0.1328,0.0138896,-0.154907,0.218571,647.957,0
-8093,62,7,-211,-0.616916,-0.00843321,0.229972,0.0138896,-0.154907,0.218571,647.957,0
-8093,62,8,2212,0.19838,0.300919,-0.00686445,0.0138896,-0.154907,0.218571,647.957,0
-8093,62,9,-2212,0.177934,-0.351346,-0.356759,0.0138896,-0.154907,0.218571,647.957,0
-8093,63,6,211,0.0961175,-0.209347,-0.16074,0.0617829,-0.153538,0.843973,663.993,0
-8093,63,7,-211,0.342496,0.584089,0.0235441,0.0617829,-0.153538,0.843973,663.993,0
-8093,63,9,-2212,-0.391401,-0.365249,0.33857,0.0617829,-0.153538,0.843973,663.993,0
-8093,64,6,211,-0.0660151,-0.141426,0.344577,0.0677685,-0.154044,-0.905547,663.997,0
-8093,64,7,-211,0.367833,0.181355,-0.321648,0.0677685,-0.154044,-0.905547,663.997,0
-8093,64,8,2212,0.228191,0.0645786,-0.365375,0.0677685,-0.154044,-0.905547,663.997,0
-8093,64,9,-2212,-0.495946,-0.104507,0.34056,0.0677685,-0.154044,-0.905547,663.997,0
-8093,65,7,211,-0.0594999,0.298068,0.125269,0.0293584,-0.154761,-0.0459224,647.971,0
